@timestamp,event_type,source_ip,query_name,query_name_length,query_type,response_code
2026-07-20T02:15:00,dns_query,10.0.0.21,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T02:19:00,dns_query,10.0.0.34,www.github.com,14,AAAA,NOERROR
2026-07-20T02:24:00,dns_query,10.0.0.35,www.google.com,14,CNAME,NOERROR
2026-07-20T02:27:00,dns_query,10.0.0.20,www.google.com,14,A,NOERROR
2026-07-20T02:32:00,dns_query,10.0.0.22,www.office365.com,17,AAAA,NOERROR
2026-07-20T02:35:00,dns_query,10.0.0.37,www.office365.com,17,CNAME,NOERROR
2026-07-20T02:40:00,dns_query,10.0.0.14,www.slack.com,13,AAAA,NOERROR
2026-07-20T02:41:00,dns_query,10.0.0.31,www.amazonaws.com,17,A,NOERROR
2026-07-20T02:44:00,dns_query,10.0.0.30,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T02:48:00,dns_query,10.0.0.29,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T02:49:00,dns_query,10.0.0.27,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T02:52:00,dns_query,10.0.0.14,www.slack.com,13,CNAME,NOERROR
2026-07-20T02:57:00,dns_query,10.0.0.30,www.google.com,14,CNAME,NOERROR
2026-07-20T03:01:00,dns_query,10.0.0.21,www.amazonaws.com,17,A,NOERROR
2026-07-20T03:04:00,dns_query,10.0.0.15,www.cloudflare.com,18,A,NOERROR
2026-07-20T03:07:00,dns_query,10.0.0.25,www.slack.com,13,A,NOERROR
2026-07-20T03:09:00,dns_query,10.0.0.14,www.microsoft.com,17,A,NOERROR
2026-07-20T03:12:00,dns_query,10.0.0.35,www.slack.com,13,A,NOERROR
2026-07-20T03:17:00,dns_query,10.0.0.27,www.slack.com,13,CNAME,NOERROR
2026-07-20T03:22:00,dns_query,10.0.0.31,www.google.com,14,AAAA,NOERROR
2026-07-20T03:27:00,dns_query,10.0.0.29,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T03:29:00,dns_query,10.0.0.15,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T03:34:00,dns_query,10.0.0.38,www.slack.com,13,A,NOERROR
2026-07-20T03:38:00,dns_query,10.0.0.23,www.google.com,14,AAAA,NOERROR
2026-07-20T03:40:00,dns_query,10.0.0.29,www.github.com,14,AAAA,NOERROR
2026-07-20T03:44:00,dns_query,10.0.0.27,www.microsoft.com,17,A,NOERROR
2026-07-20T03:47:00,dns_query,10.0.0.35,www.slack.com,13,AAAA,NOERROR
2026-07-20T03:49:00,dns_query,10.0.0.31,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T03:53:00,dns_query,10.0.0.34,www.github.com,14,AAAA,NOERROR
2026-07-20T03:57:00,dns_query,10.0.0.26,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T03:59:00,dns_query,10.0.0.16,www.slack.com,13,CNAME,NOERROR
2026-07-20T04:01:00,dns_query,10.0.0.18,www.slack.com,13,A,NOERROR
2026-07-20T04:05:00,dns_query,10.0.0.21,www.slack.com,13,CNAME,NOERROR
2026-07-20T04:06:00,dns_query,10.0.0.37,www.office365.com,17,CNAME,NOERROR
2026-07-20T04:07:00,dns_query,10.0.0.12,www.cloudflare.com,18,A,NOERROR
2026-07-20T04:10:00,dns_query,10.0.0.38,www.github.com,14,CNAME,NOERROR
2026-07-20T04:12:00,dns_query,10.0.0.23,www.slack.com,13,A,NOERROR
2026-07-20T04:14:00,dns_query,10.0.0.24,www.slack.com,13,AAAA,NOERROR
2026-07-20T04:15:00,dns_query,10.0.0.11,www.github.com,14,AAAA,NOERROR
2026-07-20T04:20:00,dns_query,10.0.0.17,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T04:21:00,dns_query,10.0.0.17,www.cloudflare.com,18,A,NOERROR
2026-07-20T04:24:00,dns_query,10.0.0.36,www.google.com,14,CNAME,NOERROR
2026-07-20T04:27:00,dns_query,10.0.0.14,www.slack.com,13,A,NOERROR
2026-07-20T04:28:00,dns_query,10.0.0.39,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T04:30:00,dns_query,10.0.0.32,www.slack.com,13,AAAA,NOERROR
2026-07-20T04:34:00,dns_query,10.0.0.10,www.amazonaws.com,17,A,NOERROR
2026-07-20T04:35:00,dns_query,10.0.0.16,www.cloudflare.com,18,A,NOERROR
2026-07-20T04:40:00,dns_query,10.0.0.29,www.office365.com,17,CNAME,NOERROR
2026-07-20T04:44:00,dns_query,10.0.0.34,www.google.com,14,AAAA,NOERROR
2026-07-20T04:46:00,dns_query,10.0.0.13,www.cloudflare.com,18,A,NOERROR
2026-07-20T04:48:00,dns_query,10.0.0.30,www.github.com,14,CNAME,NOERROR
2026-07-20T04:52:00,dns_query,10.0.0.13,www.google.com,14,AAAA,NOERROR
2026-07-20T04:57:00,dns_query,10.0.0.10,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T05:02:00,dns_query,10.0.0.17,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T05:04:00,dns_query,10.0.0.23,www.cloudflare.com,18,A,NOERROR
2026-07-20T05:09:00,dns_query,10.0.0.17,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T05:13:00,dns_query,10.0.0.31,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T05:14:00,dns_query,10.0.0.21,www.amazonaws.com,17,A,NOERROR
2026-07-20T05:19:00,dns_query,10.0.0.26,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T05:24:00,dns_query,10.0.0.22,www.google.com,14,AAAA,NOERROR
2026-07-20T05:25:00,dns_query,10.0.0.22,www.office365.com,17,AAAA,NOERROR
2026-07-20T05:28:00,dns_query,10.0.0.10,www.office365.com,17,AAAA,NOERROR
2026-07-20T05:29:00,dns_query,10.0.0.17,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T05:30:00,dns_query,10.0.0.28,www.slack.com,13,CNAME,NOERROR
2026-07-20T05:33:00,dns_query,10.0.0.11,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T05:38:00,dns_query,10.0.0.36,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T05:40:00,dns_query,10.0.0.34,www.slack.com,13,CNAME,NOERROR
2026-07-20T05:44:00,dns_query,10.0.0.25,www.office365.com,17,CNAME,NOERROR
2026-07-20T05:46:00,dns_query,10.0.0.14,www.slack.com,13,A,NOERROR
2026-07-20T05:50:00,dns_query,10.0.0.19,www.google.com,14,A,NOERROR
2026-07-20T05:51:00,dns_query,10.0.0.16,www.slack.com,13,A,NOERROR
2026-07-20T05:54:00,dns_query,10.0.0.26,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T05:59:00,dns_query,10.0.0.18,www.github.com,14,A,NOERROR
2026-07-20T06:01:00,dns_query,10.0.0.21,www.cloudflare.com,18,A,NOERROR
2026-07-20T06:04:00,dns_query,10.0.0.13,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T06:08:00,dns_query,10.0.0.33,www.github.com,14,AAAA,NOERROR
2026-07-20T06:12:00,dns_query,10.0.0.15,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T06:16:00,dns_query,10.0.0.39,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T06:19:00,dns_query,10.0.0.12,www.slack.com,13,CNAME,NOERROR
2026-07-20T06:23:00,dns_query,10.0.0.23,www.google.com,14,CNAME,NOERROR
2026-07-20T06:25:00,dns_query,10.0.0.19,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T06:26:00,dns_query,10.0.0.20,www.google.com,14,CNAME,NOERROR
2026-07-20T06:29:00,dns_query,10.0.0.24,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T06:33:00,dns_query,10.0.0.32,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T06:36:00,dns_query,10.0.0.11,www.github.com,14,CNAME,NOERROR
2026-07-20T06:39:00,dns_query,10.0.0.23,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T06:40:00,dns_query,10.0.0.31,www.google.com,14,CNAME,NOERROR
2026-07-20T06:44:00,dns_query,10.0.0.26,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T06:46:00,dns_query,10.0.0.14,www.google.com,14,CNAME,NOERROR
2026-07-20T06:50:00,dns_query,10.0.0.14,www.google.com,14,A,NOERROR
2026-07-20T06:52:00,dns_query,10.0.0.30,www.slack.com,13,AAAA,NOERROR
2026-07-20T06:55:00,dns_query,10.0.0.28,www.github.com,14,A,NOERROR
2026-07-20T07:00:00,dns_query,10.0.0.31,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T07:03:00,dns_query,10.0.0.24,www.cloudflare.com,18,A,NOERROR
2026-07-20T07:08:00,dns_query,10.0.0.26,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T07:12:00,dns_query,10.0.0.30,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T07:14:00,dns_query,10.0.0.10,www.google.com,14,CNAME,NOERROR
2026-07-20T07:16:00,dns_query,10.0.0.26,www.github.com,14,AAAA,NOERROR
2026-07-20T07:21:00,dns_query,10.0.0.18,www.google.com,14,AAAA,NOERROR
2026-07-20T07:25:00,dns_query,10.0.0.29,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T07:29:00,dns_query,10.0.0.13,www.microsoft.com,17,A,NOERROR
2026-07-20T07:30:00,dns_query,10.0.0.15,www.github.com,14,CNAME,NOERROR
2026-07-20T07:34:00,dns_query,10.0.0.35,www.google.com,14,CNAME,NOERROR
2026-07-20T07:37:00,dns_query,10.0.0.21,www.office365.com,17,CNAME,NOERROR
2026-07-20T07:38:00,dns_query,10.0.0.27,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T07:41:00,dns_query,10.0.0.15,www.slack.com,13,CNAME,NOERROR
2026-07-20T07:43:00,dns_query,10.0.0.21,www.slack.com,13,CNAME,NOERROR
2026-07-20T07:45:00,dns_query,10.0.0.16,www.google.com,14,A,NOERROR
2026-07-20T07:47:00,dns_query,10.0.0.25,www.slack.com,13,A,NOERROR
2026-07-20T07:50:00,dns_query,10.0.0.28,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T07:54:00,dns_query,10.0.0.27,www.slack.com,13,A,NOERROR
2026-07-20T07:59:00,dns_query,10.0.0.12,www.google.com,14,AAAA,NOERROR
2026-07-20T08:03:00,dns_query,10.0.0.33,www.office365.com,17,AAAA,NOERROR
2026-07-20T08:08:00,dns_query,10.0.0.34,www.github.com,14,AAAA,NOERROR
2026-07-20T08:13:00,dns_query,10.0.0.14,www.google.com,14,AAAA,NOERROR
2026-07-20T08:14:00,dns_query,10.0.0.24,www.github.com,14,CNAME,NOERROR
2026-07-20T08:19:00,dns_query,10.0.0.14,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T08:24:00,dns_query,10.0.0.34,www.microsoft.com,17,A,NOERROR
2026-07-20T08:28:00,dns_query,10.0.0.39,www.amazonaws.com,17,A,NOERROR
2026-07-20T08:29:00,dns_query,10.0.0.14,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T08:31:00,dns_query,10.0.0.20,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T08:33:00,dns_query,10.0.0.26,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T08:34:00,dns_query,10.0.0.16,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T08:39:00,dns_query,10.0.0.14,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T08:42:00,dns_query,10.0.0.27,www.amazonaws.com,17,A,NOERROR
2026-07-20T08:47:00,dns_query,10.0.0.15,www.office365.com,17,CNAME,NOERROR
2026-07-20T08:52:00,dns_query,10.0.0.15,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T08:57:00,dns_query,10.0.0.38,www.office365.com,17,CNAME,NOERROR
2026-07-20T09:00:00,dns_query,10.0.0.39,www.slack.com,13,CNAME,NOERROR
2026-07-20T09:01:00,dns_query,10.0.0.37,www.slack.com,13,A,NOERROR
2026-07-20T09:02:00,dns_query,10.0.0.30,www.google.com,14,CNAME,NOERROR
2026-07-20T09:05:00,dns_query,10.0.0.16,www.office365.com,17,CNAME,NOERROR
2026-07-20T09:09:00,dns_query,10.0.0.30,www.amazonaws.com,17,A,NOERROR
2026-07-20T09:13:00,dns_query,10.0.0.27,www.office365.com,17,AAAA,NOERROR
2026-07-20T09:16:00,dns_query,10.0.0.17,www.github.com,14,CNAME,NOERROR
2026-07-20T09:20:00,dns_query,10.0.0.24,www.cloudflare.com,18,A,NOERROR
2026-07-20T09:21:00,dns_query,10.0.0.24,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T09:25:00,dns_query,10.0.0.16,www.github.com,14,AAAA,NOERROR
2026-07-20T09:30:00,dns_query,10.0.0.20,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T09:33:00,dns_query,10.0.0.37,www.office365.com,17,AAAA,NOERROR
2026-07-20T09:37:00,dns_query,10.0.0.34,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T09:42:00,dns_query,10.0.0.13,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T09:44:00,dns_query,10.0.0.13,www.github.com,14,AAAA,NOERROR
2026-07-20T09:48:00,dns_query,10.0.0.14,www.microsoft.com,17,A,NOERROR
2026-07-20T09:49:00,dns_query,10.0.0.22,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T09:53:00,dns_query,10.0.0.37,www.microsoft.com,17,A,NOERROR
2026-07-20T09:56:00,dns_query,10.0.0.33,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T09:58:00,dns_query,10.0.0.15,www.slack.com,13,AAAA,NOERROR
2026-07-20T10:03:00,dns_query,10.0.0.25,www.github.com,14,AAAA,NOERROR
2026-07-20T10:07:00,dns_query,10.0.0.12,www.google.com,14,AAAA,NOERROR
2026-07-20T10:12:00,dns_query,10.0.0.17,www.github.com,14,A,NOERROR
2026-07-20T10:17:00,dns_query,10.0.0.11,www.cloudflare.com,18,A,NOERROR
2026-07-20T10:20:00,dns_query,10.0.0.29,www.github.com,14,CNAME,NOERROR
2026-07-20T10:24:00,dns_query,10.0.0.27,www.cloudflare.com,18,A,NOERROR
2026-07-20T10:25:00,dns_query,10.0.0.14,www.github.com,14,AAAA,NOERROR
2026-07-20T10:28:00,dns_query,10.0.0.22,www.slack.com,13,AAAA,NOERROR
2026-07-20T10:29:00,dns_query,10.0.0.11,www.github.com,14,CNAME,NOERROR
2026-07-20T10:34:00,dns_query,10.0.0.21,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T10:37:00,dns_query,10.0.0.22,www.google.com,14,CNAME,NOERROR
2026-07-20T10:41:00,dns_query,10.0.0.27,www.slack.com,13,AAAA,NOERROR
2026-07-20T10:46:00,dns_query,10.0.0.29,www.office365.com,17,A,NOERROR
2026-07-20T10:48:00,dns_query,10.0.0.22,www.google.com,14,AAAA,NOERROR
2026-07-20T10:51:00,dns_query,10.0.0.21,www.amazonaws.com,17,A,NOERROR
2026-07-20T10:53:00,dns_query,10.0.0.26,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T10:58:00,dns_query,10.0.0.11,www.google.com,14,A,NOERROR
2026-07-20T11:00:00,dns_query,10.0.0.20,www.office365.com,17,AAAA,NOERROR
2026-07-20T11:05:00,dns_query,10.0.0.14,www.github.com,14,CNAME,NOERROR
2026-07-20T11:10:00,dns_query,10.0.0.20,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T11:13:00,dns_query,10.0.0.22,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T11:16:00,dns_query,10.0.0.20,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T11:21:00,dns_query,10.0.0.25,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T11:26:00,dns_query,10.0.0.25,www.cloudflare.com,18,A,NOERROR
2026-07-20T11:29:00,dns_query,10.0.0.31,www.cloudflare.com,18,A,NOERROR
2026-07-20T11:33:00,dns_query,10.0.0.19,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T11:34:00,dns_query,10.0.0.25,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T11:39:00,dns_query,10.0.0.17,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T11:40:00,dns_query,10.0.0.25,www.amazonaws.com,17,A,NOERROR
2026-07-20T11:45:00,dns_query,10.0.0.33,www.office365.com,17,CNAME,NOERROR
2026-07-20T11:49:00,dns_query,10.0.0.36,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T11:51:00,dns_query,10.0.0.28,www.google.com,14,CNAME,NOERROR
2026-07-20T11:52:00,dns_query,10.0.0.10,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T11:55:00,dns_query,10.0.0.14,www.github.com,14,AAAA,NOERROR
2026-07-20T11:57:00,dns_query,10.0.0.26,www.github.com,14,CNAME,NOERROR
2026-07-20T12:01:00,dns_query,10.0.0.37,www.slack.com,13,CNAME,NOERROR
2026-07-20T12:02:00,dns_query,10.0.0.14,www.office365.com,17,CNAME,NOERROR
2026-07-20T12:04:00,dns_query,10.0.0.20,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T12:08:00,dns_query,10.0.0.22,www.amazonaws.com,17,AAAA,NOERROR
2026-07-20T12:10:00,dns_query,10.0.0.39,www.github.com,14,CNAME,NOERROR
2026-07-20T12:13:00,dns_query,10.0.0.21,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T12:16:00,dns_query,10.0.0.25,www.amazonaws.com,17,A,NOERROR
2026-07-20T12:18:00,dns_query,10.0.0.27,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T12:20:00,dns_query,10.0.0.34,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T12:22:00,dns_query,10.0.0.32,www.office365.com,17,AAAA,NOERROR
2026-07-20T12:25:00,dns_query,10.0.0.21,www.github.com,14,CNAME,NOERROR
2026-07-20T12:28:00,dns_query,10.0.0.13,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T12:33:00,dns_query,10.0.0.38,www.github.com,14,AAAA,NOERROR
2026-07-20T12:36:00,dns_query,10.0.0.35,www.slack.com,13,A,NOERROR
2026-07-20T12:39:00,dns_query,10.0.0.19,www.google.com,14,CNAME,NOERROR
2026-07-20T12:40:00,dns_query,10.0.0.39,www.cloudflare.com,18,AAAA,NOERROR
2026-07-20T12:43:00,dns_query,10.0.0.25,www.office365.com,17,A,NOERROR
2026-07-20T12:45:00,dns_query,10.0.0.27,www.slack.com,13,AAAA,NOERROR
2026-07-20T12:50:00,dns_query,10.0.0.18,www.office365.com,17,A,NOERROR
2026-07-20T12:51:00,dns_query,10.0.0.33,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T12:53:00,dns_query,10.0.0.11,www.microsoft.com,17,CNAME,NOERROR
2026-07-20T12:58:00,dns_query,10.0.0.30,www.microsoft.com,17,A,NOERROR
2026-07-20T12:59:00,dns_query,10.0.0.23,www.google.com,14,AAAA,NOERROR
2026-07-20T13:03:00,dns_query,10.0.0.31,www.google.com,14,A,NOERROR
2026-07-20T13:04:00,dns_query,10.0.0.39,www.amazonaws.com,17,A,NOERROR
2026-07-20T13:08:00,dns_query,10.0.0.39,www.office365.com,17,AAAA,NOERROR
2026-07-20T13:12:00,dns_query,10.0.0.16,www.office365.com,17,AAAA,NOERROR
2026-07-20T13:15:00,dns_query,10.0.0.30,www.cloudflare.com,18,A,NOERROR
2026-07-20T13:16:00,dns_query,10.0.0.28,www.office365.com,17,A,NOERROR
2026-07-20T13:21:00,dns_query,10.0.0.33,www.office365.com,17,A,NOERROR
2026-07-20T13:23:00,dns_query,10.0.0.38,www.github.com,14,A,NOERROR
2026-07-20T13:24:00,dns_query,10.0.0.22,www.slack.com,13,AAAA,NOERROR
2026-07-20T13:26:00,dns_query,10.0.0.37,www.office365.com,17,AAAA,NOERROR
2026-07-20T13:27:00,dns_query,10.0.0.19,www.google.com,14,CNAME,NOERROR
2026-07-20T13:32:00,dns_query,10.0.0.39,www.google.com,14,AAAA,NOERROR
2026-07-20T13:35:00,dns_query,10.0.0.30,www.github.com,14,CNAME,NOERROR
2026-07-20T13:40:00,dns_query,10.0.0.38,www.github.com,14,A,NOERROR
2026-07-20T13:45:00,dns_query,10.0.0.18,www.github.com,14,A,NOERROR
2026-07-20T13:46:00,dns_query,10.0.0.15,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T13:50:00,dns_query,10.0.0.18,www.office365.com,17,CNAME,NOERROR
2026-07-20T13:52:00,dns_query,10.0.0.33,www.google.com,14,AAAA,NOERROR
2026-07-20T13:55:00,dns_query,10.0.0.31,www.amazonaws.com,17,A,NOERROR
2026-07-20T13:57:00,dns_query,10.0.0.37,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T14:01:00,dns_query,10.0.0.23,www.slack.com,13,CNAME,NOERROR
2026-07-20T14:04:00,dns_query,10.0.0.22,www.google.com,14,CNAME,NOERROR
2026-07-20T14:05:00,dns_query,10.0.0.14,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T14:08:00,dns_query,10.0.0.10,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T14:12:00,dns_query,10.0.0.24,www.microsoft.com,17,AAAA,NOERROR
2026-07-20T14:15:00,dns_query,10.0.0.28,www.cloudflare.com,18,CNAME,NOERROR
2026-07-20T14:20:00,dns_query,10.0.0.18,www.google.com,14,CNAME,NOERROR
2026-07-20T14:23:00,dns_query,10.0.0.17,www.office365.com,17,A,NOERROR
2026-07-20T14:24:00,dns_query,10.0.0.19,www.github.com,14,A,NOERROR
2026-07-20T14:28:00,dns_query,10.0.0.26,www.office365.com,17,CNAME,NOERROR
2026-07-20T14:31:00,dns_query,10.0.0.13,www.office365.com,17,CNAME,NOERROR
2026-07-20T14:34:00,dns_query,10.0.0.29,www.cloudflare.com,18,A,NOERROR
2026-07-20T14:36:00,dns_query,10.0.0.25,www.microsoft.com,17,A,NOERROR
2026-07-20T14:40:00,dns_query,10.0.0.29,www.office365.com,17,AAAA,NOERROR
2026-07-20T14:44:00,dns_query,10.0.0.27,www.office365.com,17,AAAA,NOERROR
2026-07-20T14:49:00,dns_query,10.0.0.31,www.slack.com,13,A,NOERROR
2026-07-20T14:51:00,dns_query,10.0.0.34,www.office365.com,17,CNAME,NOERROR
2026-07-20T14:52:00,dns_query,10.0.0.24,www.amazonaws.com,17,CNAME,NOERROR
2026-07-20T14:55:00,dns_query,10.0.0.39,www.google.com,14,CNAME,NOERROR
2026-07-20T14:56:00,dns_query,10.0.0.36,www.google.com,14,CNAME,NOERROR
2026-07-20T15:00:01,dns_query,192.168.1.105,oevzubr25ow9y1lyfspefrjyjyuxgfat2xrgifl129960gbfw9fuyas0yf9p7kykirtr5jek1r0t4exqp5m3gitazvyv2.exfil-c2.example,110,TXT,NOERROR
2026-07-20T15:00:02,dns_query,192.168.1.105,itum4ulzus5puyrzxhm8l9b3n2se05itpqj1ye24z8608cx8fgpwkczv1gagqo679o2xz36jwb4gs0fhjwtv3n74w4g22uetchbv.exfil-c2.example,117,TXT,NOERROR
2026-07-20T15:00:03,dns_query,192.168.1.105,p7l9kv913ozll1zbm21yannreg8lxum3hq57uyzhww3ltfiuhpthlxj6y0iy1l58l9k5silu2dwa5imy96505.exfil-c2.example,102,TXT,NOERROR
