@timestamp,event_type,source_ip,username,hostname,auth_status
2026-07-20T02:03:00,authentication,10.0.0.31,admin,WORKSTATION-008,success
2026-07-20T02:08:00,authentication,10.0.0.34,admin,WORKSTATION-022,success
2026-07-20T02:15:00,authentication,10.0.0.15,rpatel,WORKSTATION-001,failed
2026-07-20T02:20:00,authentication,10.0.0.26,svc_backup,WORKSTATION-012,success
2026-07-20T02:22:00,authentication,10.0.0.37,admin,WORKSTATION-020,success
2026-07-20T02:26:00,authentication,10.0.0.14,mchen,WORKSTATION-049,success
2026-07-20T02:27:00,authentication,10.0.0.29,mchen,WORKSTATION-032,success
2026-07-20T02:33:00,authentication,10.0.0.38,svc_backup,WORKSTATION-020,success
2026-07-20T02:37:00,authentication,10.0.0.38,kwilliams,WORKSTATION-006,success
2026-07-20T02:45:00,authentication,10.0.0.36,jsmith,WORKSTATION-049,success
2026-07-20T02:48:00,authentication,10.0.0.14,admin,WORKSTATION-031,success
2026-07-20T02:51:00,authentication,10.0.0.18,kwilliams,WORKSTATION-039,success
2026-07-20T02:55:00,authentication,10.0.0.39,kwilliams,WORKSTATION-049,success
2026-07-20T02:59:00,authentication,10.0.0.32,mchen,WORKSTATION-026,failed
2026-07-20T03:05:00,authentication,10.0.0.24,kwilliams,WORKSTATION-029,success
2026-07-20T03:09:00,authentication,10.0.0.12,mchen,WORKSTATION-002,success
2026-07-20T03:13:00,authentication,10.0.0.28,agupta,WORKSTATION-001,success
2026-07-20T03:14:00,authentication,10.0.0.17,jsmith,WORKSTATION-003,success
2026-07-20T03:16:00,authentication,10.0.0.26,agupta,WORKSTATION-018,success
2026-07-20T03:20:00,authentication,10.0.0.27,agupta,WORKSTATION-047,success
2026-07-20T03:28:00,authentication,10.0.0.17,svc_backup,WORKSTATION-031,success
2026-07-20T03:32:00,authentication,10.0.0.13,jsmith,WORKSTATION-043,success
2026-07-20T03:39:00,authentication,10.0.0.23,rpatel,WORKSTATION-047,success
2026-07-20T03:41:00,authentication,10.0.0.11,rpatel,WORKSTATION-047,success
2026-07-20T03:43:00,authentication,10.0.0.17,agupta,WORKSTATION-013,success
2026-07-20T03:46:00,authentication,10.0.0.23,agupta,WORKSTATION-018,success
2026-07-20T03:48:00,authentication,10.0.0.24,svc_backup,WORKSTATION-036,success
2026-07-20T03:49:00,authentication,10.0.0.12,svc_backup,WORKSTATION-016,success
2026-07-20T03:57:00,authentication,10.0.0.25,agupta,WORKSTATION-026,success
2026-07-20T04:00:00,authentication,10.0.0.22,jsmith,WORKSTATION-025,success
2026-07-20T04:08:00,authentication,10.0.0.19,rpatel,WORKSTATION-045,failed
2026-07-20T04:16:00,authentication,10.0.0.14,agupta,WORKSTATION-019,success
2026-07-20T04:17:00,authentication,10.0.0.28,admin,WORKSTATION-035,success
2026-07-20T04:23:00,authentication,10.0.0.11,jsmith,WORKSTATION-038,success
2026-07-20T04:26:00,authentication,10.0.0.11,kwilliams,WORKSTATION-006,success
2026-07-20T04:28:00,authentication,10.0.0.29,jsmith,WORKSTATION-044,success
2026-07-20T04:35:00,authentication,10.0.0.13,kwilliams,WORKSTATION-016,success
2026-07-20T04:36:00,authentication,10.0.0.29,jsmith,WORKSTATION-027,success
2026-07-20T04:42:00,authentication,10.0.0.39,mchen,WORKSTATION-014,success
2026-07-20T04:48:00,authentication,10.0.0.17,mchen,WORKSTATION-026,success
2026-07-20T04:53:00,authentication,10.0.0.24,mchen,WORKSTATION-049,success
2026-07-20T04:54:00,authentication,10.0.0.24,kwilliams,WORKSTATION-037,failed
2026-07-20T04:56:00,authentication,10.0.0.27,agupta,WORKSTATION-033,success
2026-07-20T05:02:00,authentication,10.0.0.38,jsmith,WORKSTATION-016,success
2026-07-20T05:05:00,authentication,10.0.0.24,svc_backup,WORKSTATION-035,success
2026-07-20T05:06:00,authentication,10.0.0.31,svc_backup,WORKSTATION-036,success
2026-07-20T05:08:00,authentication,10.0.0.38,agupta,WORKSTATION-017,success
2026-07-20T05:10:00,authentication,10.0.0.33,kwilliams,WORKSTATION-010,success
2026-07-20T05:14:00,authentication,10.0.0.32,mchen,WORKSTATION-014,success
2026-07-20T05:19:00,authentication,10.0.0.26,rpatel,WORKSTATION-017,success
2026-07-20T05:20:00,authentication,10.0.0.12,admin,WORKSTATION-028,success
2026-07-20T05:21:00,authentication,10.0.0.10,mchen,WORKSTATION-050,success
2026-07-20T05:26:00,authentication,10.0.0.15,admin,WORKSTATION-029,success
2026-07-20T05:33:00,authentication,10.0.0.27,jsmith,WORKSTATION-008,success
2026-07-20T05:36:00,authentication,10.0.0.27,jsmith,WORKSTATION-024,success
2026-07-20T05:39:00,authentication,10.0.0.23,agupta,WORKSTATION-003,success
2026-07-20T05:40:00,authentication,10.0.0.38,mchen,WORKSTATION-014,success
2026-07-20T05:42:00,authentication,10.0.0.21,svc_backup,WORKSTATION-036,success
2026-07-20T05:49:00,authentication,10.0.0.29,admin,WORKSTATION-010,success
2026-07-20T05:53:00,authentication,10.0.0.37,agupta,WORKSTATION-012,success
2026-07-20T05:54:00,authentication,10.0.0.15,admin,WORKSTATION-022,success
2026-07-20T06:01:00,authentication,10.0.0.35,admin,WORKSTATION-048,success
2026-07-20T06:06:00,authentication,10.0.0.15,svc_backup,WORKSTATION-045,success
2026-07-20T06:07:00,authentication,10.0.0.37,rpatel,WORKSTATION-015,success
2026-07-20T06:15:00,authentication,10.0.0.21,mchen,WORKSTATION-015,success
2026-07-20T06:19:00,authentication,10.0.0.22,mchen,WORKSTATION-018,success
2026-07-20T06:24:00,authentication,10.0.0.21,admin,WORKSTATION-033,success
2026-07-20T06:30:00,authentication,10.0.0.10,jsmith,WORKSTATION-017,success
2026-07-20T06:35:00,authentication,10.0.0.11,jsmith,WORKSTATION-039,success
2026-07-20T06:41:00,authentication,10.0.0.23,kwilliams,WORKSTATION-033,success
2026-07-20T06:45:00,authentication,10.0.0.18,jsmith,WORKSTATION-046,success
2026-07-20T06:49:00,authentication,10.0.0.21,rpatel,WORKSTATION-005,success
2026-07-20T06:55:00,authentication,10.0.0.29,mchen,WORKSTATION-043,success
2026-07-20T07:00:00,authentication,10.0.0.26,mchen,WORKSTATION-043,success
2026-07-20T07:07:00,authentication,10.0.0.32,mchen,WORKSTATION-036,success
2026-07-20T07:14:00,authentication,10.0.0.31,rpatel,WORKSTATION-044,success
2026-07-20T07:17:00,authentication,10.0.0.29,kwilliams,WORKSTATION-020,success
2026-07-20T07:18:00,authentication,10.0.0.19,mchen,WORKSTATION-014,success
2026-07-20T07:24:00,authentication,10.0.0.24,rpatel,WORKSTATION-029,success
2026-07-20T07:32:00,authentication,10.0.0.35,svc_backup,WORKSTATION-048,success
2026-07-20T07:34:00,authentication,10.0.0.19,kwilliams,WORKSTATION-043,success
2026-07-20T07:40:00,authentication,10.0.0.12,svc_backup,WORKSTATION-049,success
2026-07-20T07:45:00,authentication,10.0.0.17,svc_backup,WORKSTATION-013,success
2026-07-20T07:46:00,authentication,10.0.0.17,rpatel,WORKSTATION-040,success
2026-07-20T07:48:00,authentication,10.0.0.24,rpatel,WORKSTATION-041,success
2026-07-20T07:55:00,authentication,10.0.0.25,rpatel,WORKSTATION-016,success
2026-07-20T07:56:00,authentication,10.0.0.38,svc_backup,WORKSTATION-050,success
2026-07-20T08:03:00,authentication,10.0.0.17,agupta,WORKSTATION-045,success
2026-07-20T08:04:00,authentication,10.0.0.27,agupta,WORKSTATION-008,success
2026-07-20T08:12:00,authentication,10.0.0.31,kwilliams,WORKSTATION-036,success
2026-07-20T08:20:00,authentication,10.0.0.29,svc_backup,WORKSTATION-047,success
2026-07-20T08:27:00,authentication,10.0.0.36,kwilliams,WORKSTATION-029,success
2026-07-20T08:35:00,authentication,10.0.0.24,mchen,WORKSTATION-049,success
2026-07-20T08:40:00,authentication,10.0.0.34,svc_backup,WORKSTATION-034,success
2026-07-20T08:44:00,authentication,10.0.0.18,rpatel,WORKSTATION-005,success
2026-07-20T08:48:00,authentication,10.0.0.18,mchen,WORKSTATION-021,success
2026-07-20T08:50:00,authentication,10.0.0.14,agupta,WORKSTATION-015,success
2026-07-20T08:53:00,authentication,10.0.0.32,agupta,WORKSTATION-005,success
2026-07-20T08:59:00,authentication,10.0.0.27,rpatel,WORKSTATION-027,success
2026-07-20T09:06:00,authentication,10.0.0.22,svc_backup,WORKSTATION-038,success
2026-07-20T09:07:00,authentication,10.0.0.37,svc_backup,WORKSTATION-037,success
2026-07-20T09:08:00,authentication,10.0.0.21,mchen,WORKSTATION-049,success
2026-07-20T09:15:00,authentication,10.0.0.27,admin,WORKSTATION-048,success
2026-07-20T09:19:00,authentication,10.0.0.25,agupta,WORKSTATION-018,success
2026-07-20T09:20:00,authentication,10.0.0.22,mchen,WORKSTATION-043,success
2026-07-20T09:27:00,authentication,10.0.0.33,agupta,WORKSTATION-030,success
2026-07-20T09:28:00,authentication,10.0.0.39,rpatel,WORKSTATION-038,success
2026-07-20T09:29:00,authentication,10.0.0.12,admin,WORKSTATION-028,success
2026-07-20T09:37:00,authentication,10.0.0.15,jsmith,WORKSTATION-017,success
2026-07-20T09:41:00,authentication,10.0.0.24,mchen,WORKSTATION-022,success
2026-07-20T09:48:00,authentication,10.0.0.18,svc_backup,WORKSTATION-027,success
2026-07-20T09:50:00,authentication,10.0.0.25,jsmith,WORKSTATION-048,success
2026-07-20T09:56:00,authentication,10.0.0.17,admin,WORKSTATION-005,success
2026-07-20T09:57:00,authentication,10.0.0.34,jsmith,WORKSTATION-016,success
2026-07-20T09:58:00,authentication,10.0.0.29,agupta,WORKSTATION-016,success
2026-07-20T10:00:00,authentication,10.0.0.28,agupta,WORKSTATION-030,success
2026-07-20T10:06:00,authentication,10.0.0.15,kwilliams,WORKSTATION-039,failed
2026-07-20T10:08:00,authentication,10.0.0.34,svc_backup,WORKSTATION-011,failed
2026-07-20T10:10:00,authentication,10.0.0.28,jsmith,WORKSTATION-020,success
2026-07-20T10:17:00,authentication,10.0.0.22,admin,WORKSTATION-013,success
2026-07-20T10:21:00,authentication,10.0.0.13,admin,WORKSTATION-050,success
2026-07-20T10:23:00,authentication,10.0.0.35,kwilliams,WORKSTATION-003,success
2026-07-20T10:30:00,authentication,10.0.0.31,mchen,WORKSTATION-005,success
2026-07-20T10:36:00,authentication,10.0.0.10,svc_backup,WORKSTATION-027,success
2026-07-20T10:38:00,authentication,10.0.0.23,mchen,WORKSTATION-041,success
2026-07-20T10:46:00,authentication,10.0.0.32,agupta,WORKSTATION-028,success
2026-07-20T10:51:00,authentication,10.0.0.29,svc_backup,WORKSTATION-035,success
2026-07-20T10:59:00,authentication,10.0.0.23,svc_backup,WORKSTATION-047,success
2026-07-20T11:05:00,authentication,10.0.0.37,agupta,WORKSTATION-006,success
2026-07-20T11:13:00,authentication,10.0.0.17,svc_backup,WORKSTATION-030,success
2026-07-20T11:20:00,authentication,10.0.0.20,jsmith,WORKSTATION-032,success
2026-07-20T11:23:00,authentication,10.0.0.25,agupta,WORKSTATION-023,success
2026-07-20T11:29:00,authentication,10.0.0.18,kwilliams,WORKSTATION-045,success
2026-07-20T11:30:00,authentication,10.0.0.26,agupta,WORKSTATION-006,success
2026-07-20T11:37:00,authentication,10.0.0.25,kwilliams,WORKSTATION-049,success
2026-07-20T11:45:00,authentication,10.0.0.30,admin,WORKSTATION-032,success
2026-07-20T11:46:00,authentication,10.0.0.12,mchen,WORKSTATION-015,success
2026-07-20T11:50:00,authentication,10.0.0.19,admin,WORKSTATION-038,success
2026-07-20T11:56:00,authentication,10.0.0.23,admin,WORKSTATION-036,success
2026-07-20T12:04:00,authentication,10.0.0.18,mchen,WORKSTATION-017,success
2026-07-20T12:08:00,authentication,10.0.0.20,jsmith,WORKSTATION-048,success
2026-07-20T12:11:00,authentication,10.0.0.16,agupta,WORKSTATION-048,success
2026-07-20T12:16:00,authentication,10.0.0.13,svc_backup,WORKSTATION-013,success
2026-07-20T12:22:00,authentication,10.0.0.15,mchen,WORKSTATION-001,success
2026-07-20T12:25:00,authentication,10.0.0.18,jsmith,WORKSTATION-004,success
2026-07-20T12:28:00,authentication,10.0.0.30,svc_backup,WORKSTATION-049,success
2026-07-20T12:29:00,authentication,10.0.0.28,mchen,WORKSTATION-031,success
2026-07-20T12:35:00,authentication,10.0.0.15,jsmith,WORKSTATION-017,success
2026-07-20T12:43:00,authentication,10.0.0.13,svc_backup,WORKSTATION-005,success
2026-07-20T12:45:00,authentication,10.0.0.28,admin,WORKSTATION-044,success
2026-07-20T12:48:00,authentication,10.0.0.35,kwilliams,WORKSTATION-020,success
2026-07-20T12:52:00,authentication,10.0.0.13,kwilliams,WORKSTATION-049,success
2026-07-20T12:56:00,authentication,10.0.0.34,kwilliams,WORKSTATION-025,success
2026-07-20T13:04:00,authentication,10.0.0.19,svc_backup,WORKSTATION-038,failed
2026-07-20T13:09:00,authentication,10.0.0.28,kwilliams,WORKSTATION-004,success
2026-07-20T13:11:00,authentication,10.0.0.34,agupta,WORKSTATION-041,success
2026-07-20T13:13:00,authentication,10.0.0.15,agupta,WORKSTATION-012,success
2026-07-20T13:16:00,authentication,10.0.0.10,rpatel,WORKSTATION-029,success
2026-07-20T13:24:00,authentication,10.0.0.19,jsmith,WORKSTATION-015,success
2026-07-20T13:29:00,authentication,10.0.0.32,svc_backup,WORKSTATION-030,success
2026-07-20T13:33:00,authentication,10.0.0.39,mchen,WORKSTATION-041,success
2026-07-20T13:37:00,authentication,10.0.0.23,jsmith,WORKSTATION-035,success
2026-07-20T13:40:00,authentication,10.0.0.39,mchen,WORKSTATION-010,success
2026-07-20T13:43:00,authentication,10.0.0.35,mchen,WORKSTATION-039,success
2026-07-20T13:48:00,authentication,10.0.0.24,jsmith,WORKSTATION-030,success
2026-07-20T13:55:00,authentication,10.0.0.18,kwilliams,WORKSTATION-035,success
2026-07-20T13:57:00,authentication,10.0.0.29,jsmith,WORKSTATION-028,success
2026-07-20T14:00:06,authentication,192.168.1.100,admin,DC-01,failed
2026-07-20T14:00:14,authentication,192.168.1.100,agupta,DC-01,failed
2026-07-20T14:00:19,authentication,192.168.1.100,mchen,DC-01,failed
2026-07-20T14:00:28,authentication,192.168.1.100,mchen,DC-01,failed
2026-07-20T14:00:33,authentication,192.168.1.100,tuser01,DC-01,failed
2026-07-20T14:00:40,authentication,192.168.1.100,kwilliams,DC-01,failed
2026-07-20T14:00:46,authentication,192.168.1.100,tuser01,DC-01,failed
2026-07-20T14:00:54,authentication,192.168.1.100,tuser01,DC-01,failed
2026-07-20T14:01:03,authentication,192.168.1.100,tuser01,DC-01,failed
2026-07-20T14:01:12,authentication,192.168.1.100,kwilliams,DC-01,failed
2026-07-20T14:01:21,authentication,192.168.1.100,jsmith,DC-01,failed
2026-07-20T14:01:30,authentication,192.168.1.100,admin,DC-01,failed
2026-07-20T14:01:37,authentication,192.168.1.100,jsmith,DC-01,failed
2026-07-20T14:01:43,authentication,192.168.1.100,mchen,DC-01,failed
2026-07-20T14:01:50,authentication,192.168.1.100,mchen,DC-01,failed
2026-07-20T14:01:57,authentication,192.168.1.100,jsmith,DC-01,failed
2026-07-20T14:02:00,authentication,10.0.0.10,jsmith,WORKSTATION-015,failed
2026-07-20T14:02:03,authentication,192.168.1.100,tuser01,DC-01,failed
2026-07-20T14:02:09,authentication,192.168.1.100,kwilliams,DC-01,failed
2026-07-20T14:02:17,authentication,192.168.1.100,jsmith,DC-01,failed
2026-07-20T14:02:23,authentication,192.168.1.100,admin,DC-01,failed
2026-07-20T14:02:28,authentication,192.168.1.100,jsmith,DC-01,failed
2026-07-20T14:02:37,authentication,192.168.1.100,agupta,DC-01,failed
2026-07-20T14:02:45,authentication,192.168.1.100,rpatel,DC-01,failed
2026-07-20T14:02:53,authentication,192.168.1.100,mchen,DC-01,failed
2026-07-20T14:02:59,authentication,192.168.1.100,mchen,DC-01,failed
2026-07-20T14:03:00,authentication,10.0.0.34,admin,WORKSTATION-018,success
2026-07-20T14:03:06,authentication,192.168.1.100,admin,DC-01,failed
2026-07-20T14:03:13,authentication,192.168.1.100,tuser01,DC-01,failed
2026-07-20T14:03:22,authentication,192.168.1.100,kwilliams,DC-01,failed
2026-07-20T14:03:27,authentication,192.168.1.100,jsmith,DC-01,failed
2026-07-20T14:03:33,authentication,192.168.1.100,agupta,DC-01,failed
2026-07-20T14:03:42,authentication,192.168.1.100,jsmith,DC-01,failed
2026-07-20T14:03:47,authentication,192.168.1.100,mchen,DC-01,failed
2026-07-20T14:03:55,authentication,192.168.1.100,admin,DC-01,failed
2026-07-20T14:04:03,authentication,192.168.1.100,rpatel,DC-01,failed
2026-07-20T14:04:12,authentication,192.168.1.100,rpatel,DC-01,failed
2026-07-20T14:06:00,authentication,10.0.0.25,kwilliams,WORKSTATION-042,success
2026-07-20T14:11:00,authentication,10.0.0.15,kwilliams,WORKSTATION-028,success
2026-07-20T14:19:00,authentication,10.0.0.12,rpatel,WORKSTATION-023,success
2026-07-20T14:25:00,authentication,10.0.0.31,jsmith,WORKSTATION-011,success
2026-07-20T14:33:00,authentication,10.0.0.19,admin,WORKSTATION-026,success
2026-07-20T14:34:00,authentication,10.0.0.24,jsmith,WORKSTATION-021,success
2026-07-20T14:36:00,authentication,10.0.0.34,rpatel,WORKSTATION-033,success
2026-07-20T14:37:00,authentication,10.0.0.31,svc_backup,WORKSTATION-035,success
2026-07-20T14:38:00,authentication,10.0.0.16,kwilliams,WORKSTATION-024,success
2026-07-20T14:46:00,authentication,10.0.0.30,rpatel,WORKSTATION-049,success
2026-07-20T14:51:00,authentication,10.0.0.27,agupta,WORKSTATION-019,success
2026-07-20T14:59:00,authentication,10.0.0.13,jsmith,WORKSTATION-041,success
2026-07-20T15:03:00,authentication,10.0.0.32,agupta,WORKSTATION-020,success
2026-07-20T15:10:00,authentication,10.0.0.12,agupta,WORKSTATION-008,success
2026-07-20T15:12:00,authentication,10.0.0.30,svc_backup,WORKSTATION-010,success
2026-07-20T15:17:00,authentication,10.0.0.26,admin,WORKSTATION-018,success
2026-07-20T15:25:00,authentication,10.0.0.25,agupta,WORKSTATION-030,success
2026-07-20T15:32:00,authentication,10.0.0.16,kwilliams,WORKSTATION-033,success
2026-07-20T15:35:00,authentication,10.0.0.37,jsmith,WORKSTATION-018,success
2026-07-20T15:42:00,authentication,10.0.0.20,svc_backup,WORKSTATION-033,success
2026-07-20T15:43:00,authentication,10.0.0.19,admin,WORKSTATION-020,success
2026-07-20T15:51:00,authentication,10.0.0.37,agupta,WORKSTATION-029,success
2026-07-20T15:57:00,authentication,10.0.0.20,kwilliams,WORKSTATION-049,success
2026-07-20T16:05:00,authentication,10.0.0.39,mchen,WORKSTATION-013,failed
2026-07-20T16:09:00,authentication,10.0.0.28,rpatel,WORKSTATION-015,success
2026-07-20T16:16:00,authentication,10.0.0.11,mchen,WORKSTATION-048,success
2026-07-20T16:23:00,authentication,10.0.0.22,admin,WORKSTATION-042,failed
2026-07-20T16:31:00,authentication,10.0.0.11,agupta,WORKSTATION-033,failed
2026-07-20T16:37:00,authentication,10.0.0.37,jsmith,WORKSTATION-029,success
2026-07-20T16:45:00,authentication,10.0.0.10,admin,WORKSTATION-010,success
2026-07-20T16:48:00,authentication,10.0.0.12,rpatel,WORKSTATION-017,success
2026-07-20T16:55:00,authentication,10.0.0.30,jsmith,WORKSTATION-022,success
2026-07-20T17:02:00,authentication,10.0.0.20,admin,WORKSTATION-046,success
2026-07-20T17:10:00,authentication,10.0.0.37,kwilliams,WORKSTATION-003,success
2026-07-20T17:14:00,authentication,10.0.0.30,admin,WORKSTATION-019,failed
2026-07-20T17:16:00,authentication,10.0.0.23,jsmith,WORKSTATION-049,success
2026-07-20T17:18:00,authentication,10.0.0.24,agupta,WORKSTATION-045,success
2026-07-20T17:19:00,authentication,10.0.0.11,mchen,WORKSTATION-004,success
2026-07-20T17:25:00,authentication,10.0.0.23,agupta,WORKSTATION-016,success
2026-07-20T17:28:00,authentication,10.0.0.15,agupta,WORKSTATION-006,success
2026-07-20T17:35:00,authentication,10.0.0.29,admin,WORKSTATION-016,success
2026-07-20T17:38:00,authentication,10.0.0.17,rpatel,WORKSTATION-041,success
2026-07-20T17:43:00,authentication,10.0.0.31,jsmith,WORKSTATION-030,success
2026-07-20T17:46:00,authentication,10.0.0.12,rpatel,WORKSTATION-023,failed
2026-07-20T17:51:00,authentication,10.0.0.30,rpatel,WORKSTATION-045,success
2026-07-20T17:56:00,authentication,10.0.0.16,rpatel,WORKSTATION-031,success
2026-07-20T18:03:00,authentication,10.0.0.28,mchen,WORKSTATION-037,success
2026-07-20T18:08:00,authentication,10.0.0.10,svc_backup,WORKSTATION-043,success
2026-07-20T18:09:00,authentication,10.0.0.28,svc_backup,WORKSTATION-044,success
2026-07-20T18:10:00,authentication,10.0.0.39,kwilliams,WORKSTATION-048,success
2026-07-20T18:15:00,authentication,10.0.0.34,svc_backup,WORKSTATION-015,success
2026-07-20T18:21:00,authentication,10.0.0.17,admin,WORKSTATION-013,success
2026-07-20T18:24:00,authentication,10.0.0.30,jsmith,WORKSTATION-041,success
2026-07-20T18:29:00,authentication,10.0.0.35,rpatel,WORKSTATION-003,success
2026-07-20T18:32:00,authentication,10.0.0.12,mchen,WORKSTATION-021,success
2026-07-20T18:35:00,authentication,10.0.0.16,agupta,WORKSTATION-035,success
2026-07-20T18:41:00,authentication,10.0.0.26,kwilliams,WORKSTATION-018,success
2026-07-20T18:46:00,authentication,10.0.0.39,svc_backup,WORKSTATION-031,failed
2026-07-20T18:51:00,authentication,10.0.0.33,svc_backup,WORKSTATION-022,success
2026-07-20T18:59:00,authentication,10.0.0.12,agupta,WORKSTATION-049,failed
2026-07-20T19:06:00,authentication,10.0.0.37,svc_backup,WORKSTATION-036,success
2026-07-20T19:13:00,authentication,10.0.0.10,mchen,WORKSTATION-035,success
2026-07-20T19:19:00,authentication,10.0.0.31,admin,WORKSTATION-044,success
2026-07-20T19:26:00,authentication,10.0.0.36,admin,WORKSTATION-024,success
2026-07-20T19:30:00,authentication,10.0.0.25,jsmith,WORKSTATION-040,success
2026-07-20T19:36:00,authentication,10.0.0.39,kwilliams,WORKSTATION-015,success
2026-07-20T19:44:00,authentication,10.0.0.39,admin,WORKSTATION-020,success
2026-07-20T19:46:00,authentication,10.0.0.14,jsmith,WORKSTATION-003,success
2026-07-20T19:54:00,authentication,10.0.0.13,jsmith,WORKSTATION-016,success
2026-07-20T19:57:00,authentication,10.0.0.22,rpatel,WORKSTATION-024,success
2026-07-20T20:04:00,authentication,10.0.0.28,admin,WORKSTATION-047,success
2026-07-20T20:11:00,authentication,10.0.0.30,jsmith,WORKSTATION-032,success
2026-07-20T20:16:00,authentication,10.0.0.11,admin,WORKSTATION-024,success
2026-07-20T20:24:00,authentication,10.0.0.17,svc_backup,WORKSTATION-024,success
2026-07-20T20:30:00,authentication,10.0.0.27,admin,WORKSTATION-023,success
2026-07-20T20:35:00,authentication,10.0.0.16,jsmith,WORKSTATION-030,success
2026-07-20T20:39:00,authentication,10.0.0.30,admin,WORKSTATION-039,failed
2026-07-20T20:40:00,authentication,10.0.0.35,mchen,WORKSTATION-016,failed
2026-07-20T20:44:00,authentication,10.0.0.12,svc_backup,WORKSTATION-049,success
2026-07-20T20:48:00,authentication,10.0.0.36,svc_backup,WORKSTATION-015,success
2026-07-20T20:51:00,authentication,10.0.0.35,kwilliams,WORKSTATION-001,success
2026-07-20T20:54:00,authentication,10.0.0.14,kwilliams,WORKSTATION-017,success
2026-07-20T20:56:00,authentication,10.0.0.31,svc_backup,WORKSTATION-002,success
2026-07-20T21:02:00,authentication,10.0.0.35,svc_backup,WORKSTATION-016,success
2026-07-20T21:03:00,authentication,10.0.0.15,mchen,WORKSTATION-004,success
2026-07-20T21:10:00,authentication,10.0.0.26,jsmith,WORKSTATION-048,success
2026-07-20T21:18:00,authentication,10.0.0.34,mchen,WORKSTATION-033,success
2026-07-20T21:26:00,authentication,10.0.0.26,agupta,WORKSTATION-040,success
2026-07-20T21:31:00,authentication,10.0.0.24,admin,WORKSTATION-002,success
2026-07-20T21:39:00,authentication,10.0.0.37,rpatel,WORKSTATION-028,success
2026-07-20T21:47:00,authentication,10.0.0.32,rpatel,WORKSTATION-005,success
2026-07-20T21:53:00,authentication,10.0.0.29,agupta,WORKSTATION-005,success
2026-07-20T21:59:00,authentication,10.0.0.22,kwilliams,WORKSTATION-034,success
2026-07-20T22:06:00,authentication,10.0.0.13,svc_backup,WORKSTATION-045,success
2026-07-20T22:10:00,authentication,10.0.0.23,rpatel,WORKSTATION-015,success
2026-07-20T22:18:00,authentication,10.0.0.22,rpatel,WORKSTATION-047,success
2026-07-20T22:25:00,authentication,10.0.0.20,admin,WORKSTATION-017,success
2026-07-20T22:28:00,authentication,10.0.0.31,rpatel,WORKSTATION-005,success
2026-07-20T22:30:00,authentication,10.0.0.12,rpatel,WORKSTATION-007,success
2026-07-20T22:36:00,authentication,10.0.0.35,agupta,WORKSTATION-036,success
2026-07-20T22:42:00,authentication,10.0.0.31,jsmith,WORKSTATION-027,success
2026-07-20T22:49:00,authentication,10.0.0.37,admin,WORKSTATION-004,failed
2026-07-20T22:54:00,authentication,10.0.0.21,jsmith,WORKSTATION-037,success
